"id","UniProt","Symbol","Ligand Name","Ligand Is Drug","Ligand SMILES","Ligand PubChem ID","Ligand ChEMBL ID","Ligand Guide to Pharmacology ID","Ligand DrugCentral ID","Ligand Description","Preferred Term","UNII","Ligand Activity","Ligand Activity Type","Ligand Action","Ligand References","Ligand Reference Source","Ligand PubMed IDs"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",9.27,"Ki",,"J. Med. Chem., (2014) 57:11:4861",,"24831693"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",9.16,"Ki",,"J Med Chem, (2021) 64:20.0:15313",,"34636551"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",9.1,"Ki",,"Eur. J. Med. Chem., (2013) 60:None:42",,"23279866"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",9.1,"Ki",,"J. Med. Chem., (2014) 57:22:9578",,"25343529"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",9.1,"Ki",,"Eur J Med Chem, (2018) 145:None:790",,"29407591"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",9,"EC50",,"J. Med. Chem., (2012) 55:16:7141",,"22845053"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",9,"EC50",,"J Med Chem, (2018) 61:22:9841",,"29939744"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.8,"Ki",,"None, (2013) None:None:None",,
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.74,"Ki",,"J. Med. Chem., (2007) 50:3:489",,"17266201"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.74,"Ki",,"Bioorg. Med. Chem. Lett., (2011) 21:9:2621",,"21353774"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.67,"Ki",,"J Med Chem, (2021) 64:23.0:17239",,"34797051"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.67,"Ki",,"J Med Chem, (2021) 64:23.0:17239",,"34797051"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.59,"Ki",,"J. Med. Chem., (2010) 53:6:2510",,"20155917"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.55,"Ki",,"J. Med. Chem., (2010) 53:6:2510",,"20155917"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.51,"Ki",,"Bioorg. Med. Chem., (2011) 19:11:3502",,"21536445"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.48,"Ki",,"Bioorg. Med. Chem., (2016) 24:16:3464",,"27312422"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.48,"Ki",,"Bioorg Med Chem Lett, (2019) 29:21:126667",,"31547945"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.48,"Ki",,"Bioorg Med Chem, (2021) 30:None:115943",,"33338898"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.48,"Ki",,"Eur J Med Chem, (2021) 214:None:113243",,"33582388"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.41,"Ki",,"J. Med. Chem., (2012) 55:16:7141",,"22845053"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.4,"Ki",,"Bioorg. Med. Chem. Lett., (2010) 20:19:5666",,"20801650"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.4,"EC50",,"J. Med. Chem., (2012) 55:16:7141",,"22845053"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.4,"EC50",,"J Med Chem, (2018) 61:22:9841",,"29939744"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.32,"EC50",,"J Med Chem, (2017) 60:7:2908",,"28248104"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.3,"Ki",,"J. Med. Chem., (2007) 50:21:5103",,"17880057"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.12,"IC50",,"Bioorg. Med. Chem. Lett., (2013) 23:2:543",,"23237836"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.1,"Ki",,"None, (2015) None:None:None",,
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.06,"EC50",,"J Med Chem, (2017) 60:7:2908",,"28248104"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",8.01,"Ki",,"Bioorg Med Chem Lett, (2021) 40:None:127909",,"33705900"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",7.96,"IC50",,"J. Med. Chem., (2014) 57:11:4861",,"24831693"
570,"P14416","DRD2","aripiprazole",1,"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1","60795","CHEMBL1112","34","242","A piperazine and quinolone derivative that is used primarily as an antipsychotic agent. It is a partial agonist of SEROTONIN RECEPTOR, 5-HT1A and DOPAMINE D2 RECEPTORS, where it also functions as a post-synaptic antagonist, and an antagonist of SEROTONIN RECEPTOR, 5-HT2A. It is used for the treatment of SCHIZOPHRENIA and BIPOLAR DISORDER, and as an adjunct therapy for the treatment of depression.","ARIPIPRAZOLE","82VFR53I78",7.95,"IC50",,"J. Med. Chem., (2014) 57:11:4861",,"24831693"
