UniProt,CrystalStructureCount
A0A0J9X1Z9,1
A0A0J9X200,1
A0A0J9X241,5
A0A0J9X243,1
A0A0J9X245,1
A0A0J9X246,1
A0A0J9X260,1
A0A0J9X263,1
A0A0J9X267,7
A0A0J9X268,7
A0A0J9X276,2
A0A0J9X278,1
A0A0J9X279,1
A0A0J9X283,1
A0A0J9X284,1
A0A0J9X285,2
A0A0J9X287,1
A0A0J9X288,4
A0A0J9X290,1
A0A0J9XTC4,1
A0A0J9Y762,1
A0A0K0GM91,1
A0A0K0GMP8,1
A0A0K0K1A5,7
A0A0K0KAD3,2
A0A0K0MJ13,1
A0A0K0MJN3,2
A0A0K0PV22,1
A0A0K0VJM9,1
A0A0K0XHU0,3
A0A0K1EBZ5,1
A0A0K1EC20,1
A0A0K1EC30,1
A0A0K1ECI7,1
A0A0K1TP21,3
A0A0K2AJY3,3
A0A0K2E2J2,1
A0A0K2H5X8,1
A0A0K2H9D8,1
A0A0K2JL82,2
A0A0K2SRV3,2
A0A0K2VM55,1
A0A0K2Z0V7,1
A0A0K4KR53,1
A0A0K6BSL6,1
A0A0K6ITW2,3
A0A0K8P6T7,33
A0A0K8P8E7,8
A0A0K8PVQ4,1
A0A0K8RCY5,1
A0A0K8RJ89,1
A0A0K8RMA7,1
A0A0K8TUN4,1
A0A0K9H482,1
A0A0L0P3H9,1
A0A0L6JMH4,1
A0A0L6ZWS4,1
A0A0L7KHE6,1
A0A0L7KJE1,1
A0A0L7M119,1
A0A0L7RG06,1
A0A0L8SKF9,2
A0A0M0ELU2,2
A0A0M2HFA3,1
A0A0M3G7Q5,1
A0A0M3KKU5,1
A0A0M3KKU7,1
A0A0M3KKU8,1
A0A0M3KKV1,3
A0A0M3KKV2,1
A0A0M3KKV6,4
A0A0M3KKV7,1
A0A0M3KKV8,1
A0A0M3KKW0,1
A0A0M3KKW1,1
A0A0M3KKW2,1
A0A0M3KKW3,1
A0A0M3KKW7,1
A0A0M3KKW9,28
A0A0M3KKX1,1
A0A0M3KKX3,1
A0A0M3KKX4,1
A0A0M3KKY2,1
A0A0M3KKY6,4
A0A0M3KKY8,1
A0A0M3KKY9,1
A0A0M3KKZ2,1
A0A0M3KKZ3,2
A0A0M3KKZ4,1
A0A0M3KKZ6,1
A0A0M3KKZ8,2
A0A0M3KKZ9,1
A0A0M3KL00,2
A0A0M3KL01,2
A0A0M3KL03,1
A0A0M3KL07,1
A0A0M3KL08,1
A0A0M3KL09,1
A0A0M3KL10,1
A0A0M3KL12,1
A0A0M3KL14,1
A0A0M3KL15,1
A0A0M3KL16,1
A0A0M3KL17,1
A0A0M3KL18,1
A0A0M3KL20,5
A0A0M3KL21,1
A0A0M3KL26,1
A0A0M3KL28,1
A0A0M3KL30,2
A0A0M3KL31,2
A0A0M3KL32,1
A0A0M3KL33,1
A0A0M3KL34,1
A0A0M3KL35,1
A0A0M3KL36,1
A0A0M3KL37,1
A0A0M3KL39,2
A0A0M3KL42,1
A0A0M3KL43,1
A0A0M3KL44,1
A0A0M3KL46,1
A0A0M3KL47,1
A0A0M3KL48,1
A0A0M3KL49,1
A0A0M3KL50,3
A0A0M3KL51,1
A0A0M3KL60,2
A0A0M3KL64,2
A0A0M3KL65,2
A0A0M3KL68,1
A0A0M3PN85,2
A0A0M3PNA2,7
A0A0M3Q1Q3,1
A0A0M3U1T9,1
A0A0M4AMQ0,1
A0A0M4APJ4,1
A0A0M4AUH6,1
A0A0M4AV81,1
A0A0M4DML1,2
A0A0M4FJ81,20
A0A0M4HL56,2
A0A0M4KEQ7,1
A0A0M4U3V7,1
A0A0M4UW33,2
A0A0M5I297,1
A0A0M5J3M0,3
A0A0M6X1Q9,2
A0A0M7CBI0,1
A0A0M7ENE2,1
A0A0M7F7K2,1
A0A0M7FD65,1
A0A0M7H8A9,1
A0A0N0D484,5
A0A0N1MQL5,1
A0A0N7IFL6,1
A0A0N7K4J8,1
A0A0N7KZ58,2
A0A0N8R1B2,1
A0A0N9HQ36,2
A0A0N9JNY6,2
A0A0N9JT91,1
A0A0N9M5Z3,1
A0A0N9NJF3,1
A0A0N9RDU4,2
A0A0N9XBU7,7
A0A0N9XSE6,1
A0A0P0DZ84,1
A0A0P0E482,8
A0A0P0EUM0,1
A0A0P0F756,1
A0A0P0FIE8,3
A0A0P0FKB9,1
A0A0P0FQI4,1
A0A0P0FW82,1
A0A0P0GKX0,1
A0A0P0QFX8,1
A0A0P0QLC4,1
A0A0P0QM28,4
A0A0P1EM06,1
A0A0P6Y0P9,1
A0A0P7R7Y1,1
A0A0Q0XIY0,1
A0A0Q2QQ54,1
A0A0Q2QQL1,3
A0A0Q2XKL6,3
A0A0Q3EUQ3,4
A0A0Q7STC4,1
A0A0Q9HY32,2
A0A0Q9KFZ4,1
A0A0R0IK90,5
A0A0R0LNE8,1
A0A0R0VXX6,1
A0A0R1ZV46,3
A0A0R3W9T8,1
A0A0R4I961,3
A0A0R4I962,1
A0A0R4I963,1
A0A0R4I967,1
A0A0R4I968,1
A0A0R4I970,2
A0A0R4I973,6
A0A0R4I977,1
A0A0R4I978,1
A0A0R4I980,1
A0A0R4I981,3
A0A0R4I985,3
A0A0R4I987,1
A0A0R4I993,2
A0A0R4I995,1
A0A0R4IA99,1
A0A0R4IKJ1,4
A0A0R4IMY7,1
A0A0R4J6H0,1
A0A0R4J6U7,1
A0A0R5NGA4,5
A0A0R5P8X1,3
A0A0R5TVW3,1
A0A0R6L508,12
A0A0R6PCL0,1
A0A0R8HV90,3
A0A0R8PDN4,1
A0A0S0MVI5,2
A0A0S0N8M3,1
A0A0S0VKY7,3
A0A0S1VWZ1,1
A0A0S2C593,1
A0A0S2DN74,2
A0A0S2E5N6,1
A0A0S2GKZ1,50
A0A0S2T163,3
A0A0S2UQQ5,6
A0A0S3AND7,1
A0A0S3QTD0,3
A0A0S4IKF4,1
A0A0S4KUT0,1
A0A0S4TJL4,2
A0A0S4TKQ5,2
A0A0S4TLR1,38
A0A0S4VB05,3
A0A0S4WQH1,5
A0A0S8FF56,1
A0A0T9TPS2,2
A0A0U1AN13,1
A0A0U1C370,1
A0A0U1MUE2,2
A0A0U1MWF9,5
A0A0U1R086,1
A0A0U1R0I0,1
A0A0U1RGY0,2
A0A0U1RIB4,1
A0A0U1WGQ5,1
A0A0U1X4V6,6
A0A0U1ZL01,1
A0A0U2E2J7,1
A0A0U2GPS7,1
A0A0U2T5K7,1
A0A0U2UYC4,3
A0A0U3AGT1,25
A0A0U3AP28,2
A0A0U3FHU0,1
A0A0U3FSM8,1
A0A0U3FVB3,5
A0A0U3H1E6,2
A0A0U3IB62,2
A0A0U3JM87,1
A0A0U3TLJ6,1
A0A0U4DG08,2
A0A0U4ERT5,1
A0A0U4HUZ5,1
A0A0U4N5W4,1
A0A0U5BC76,1
A0A0U5FM15,2
A0A0U5GCU5,1
A0A0U5GHC1,1
A0A0U5IHY9,1
A0A0U5Q247,1
A0A0W0SGS1,1
A0A0W4ZF97,1
A0A0W7VXC1,1
A0A0W8ATM9,12
A0A0W8AU86,1
A0A0W8AWE3,1
A0A0W8FB26,1
A0A0X1KGI7,1
A0A0X1KGP2,3
A0A0X1KHD1,4
A0A0X1KHE5,1
A0A0X1KHE6,1
A0A0X1KHF5,6
A0A0X1KVZ3,1
A0A0X1KYD0,1
A0A0X1L1K5,1
A0A0X8GJ44,6
A0A0X8GM05,1
A0A0X8K1J2,1
A0A0X9JHC1,2
A0A0Y0A4Z5,1
A0A0Y0BMD0,1
A0A0Y0DFX2,4
A0A0Y0S9M3,3
A0A0Y5D4F5,4
A0A0Y9W4B5,2
A0A0Z8EWX1,3
A0A100IBH9,1
A0A100JTL7,1
A0A100XEC2,1
A0A101DCH0,1
A0A101DJ27,1
A0A101ELE3,2
A0A101UQ08,1
A0A108C1V7,1
A0A109NYM0,1
A0A109PRQ3,2
A0A109PTH9,4
A0A109QFA5,3
A0A117IMA6,2
A0A117KMF0,1
A0A117KMK3,1
A0A117KMN5,1
A0A124H109,1
A0A125HFC0,1
A0A125R585,9
A0A125RN64,1
A0A125SA24,2
A0A125SA26,1
A0A125SA29,6
A0A125SJ78,1
A0A125T908,1
A0A125W693,2
A0A125YL73,3
A0A125YMZ8,2
A0A125YN40,1
A0A125YP67,1
A0A125YZ49,2
A0A126P0C4,1
A0A126QV54,1
A0A127ELD1,3
A0A128A3G4,2
A0A130QXX8,2
A0A133CK16,2
A0A133LV16,1
A0A133MWI0,1
A0A133PTK7,1
A0A133UP32,3
A0A135VDL7,1
A0A135VHY8,1
A0A135VIJ8,1
A0A135VL07,3
A0A135VMT5,1
A0A136TBS2,1
A0A137PC97,1
A0A140D8S6,1
A0A140DJY3,6
A0A140DYJ4,1
A0A140E9J7,1
A0A140EDM8,1
A0A140EEF9,1
A0A140EH91,5
A0A140H4W8,1
A0A140H546,2
A0A140HJ20,3
A0A140JXP0,1
A0A140LI67,1
A0A140NAP5,2
A0A140ND86,1
A0A140T913,28
A0A140T955,1
A0A140TAH5,1
A0A140UH28,2
A0A140UH31,3
A0A140UH61,1
A0A140UH76,1
A0A140UH97,3
A0A140UHA7,1
A0A140UHB4,3
A0A140UHB6,1
A0A140UHJ0,1
A0A140UHL2,1
A0A140UHM1,1
A0A140UHM3,1
A0A140UHM9,5
A0A140UHP3,1
A0A140UHQ1,3
A0A140UHX1,1
A0A141SEH2,1
A0A141SEH3,1
A0A142FHB4,1
A0A142J6I6,3
A0A142J8F6,1
A0A142KD02,1
A0A143T1U9,4
A0A143Y4R2,5
A0A143ZZR8,1
A0A144A2H0,2
A0A146CJG7,5
A0A146CJH9,1
A0A147EV52,1
A0A147JZ41,1
A0A150NEL9,1
A0A150VE32,3
A0A150VPP7,1
A0A151EDA9,1
A0A151GCU7,1
A0A152KUZ3,1
A0A154EJU5,3
A0A157L8Q0,1
A0A158RFK9,3
A0A158RFR1,1
A0A158RFS7,2
A0A158RFT6,1
A0A159BDB5,3
A0A160EBC2,1
A0A160HRF0,1
A0A160MIM0,1
A0A160MQL0,1
A0A160P685,2
A0A160T9D2,1
A0A160VTD9,1
A0A161I5N6,1
A0A161KIT4,1
A0A161XU12,10
A0A162EGL7,1
A0A162MUP0,1
A0A164WR66,1
A0A165BBH9,1
A0A165FX75,2
A0A166ACJ5,3
A0A166E508,1
A0A166JNM8,1
A0A166Q2C7,2
A0A166U5H3,1
A0A166URZ0,1
A0A167HII1,1
A0A167V0D5,1
A0A168DBN0,2
A0A169B8J1,1
A0A169NNQ0,1
A0A172J1V3,1
A0A172QPU7,1
A0A172U6X0,6
A0A172UEB3,2
A0A172UPQ1,1
A0A173ADK6,1
A0A173CSP7,4
A0A173FE28,1
A0A173M094,2
A0A173M0G2,2
A0A173N065,3
A0A173VPY3,2
A0A174CNH3,1
A0A174CQK8,5
A0A174EHD1,2
A0A174GN40,1
A0A174GYG1,1
A0A174J845,2
A0A174NUT3,4
A0A174QSL3,1
A0A174TK78,1
A0A175VLQ4,2
A0A175WC91,2
A0A176W124,1
A0A177D2A1,1
A0A178EUH2,5
A0A178LR65,1
A0A178STJ6,1
A0A179D1D1,1
A0A179D3Y0,1
A0A179FZ20,2
A0A179QS89,3
A0A179UGT5,4
A0A179UH34,3
A0A179UL48,1
A0A182DW00,1
A0A182DW06,1
A0A182DW07,1
A0A182DW08,1
A0A182DW09,1
A0A182DW20,6
A0A182DW26,1
A0A182DW87,1
A0A182DWB2,1
A0A182DWC7,2
A0A182DWC8,1
A0A182DWD1,1
A0A182DWD2,1
A0A182DWE0,1
A0A182DWE1,1
A0A182DWE3,5
A0A182DWE5,3
A0A183CD52,1
A0A183FP08,2
A0A183GMB4,1
A0A191KW82,1
A0A191KW96,1
A0A191KWB3,2
A0A192ICX3,3
A0A193AUK9,1
A0A193CDY9,1
A0A193DU83,1
A0A193PKW5,5
A0A199VSS3,3
A0A1A5DB13,2
A0A1A7BFR5,4
A0A1A9TA69,1
A0A1A9TA80,1
A0A1A9TA81,1
A0A1A9TA96,2
A0A1A9TAB8,2
A0A1A9TAD0,2
A0A1A9TAF3,1
A0A1A9TAF4,3
A0A1A9TAH8,1
A0A1A9TAI5,1
A0A1A9TAK5,3
A0A1B0UHJ2,1
A0A1B0UHJ4,6
A0A1B0VBT5,1
A0A1B1ESM0,1
A0A1B1H1K0,2
A0A1B1JH81,2
A0A1B1KJ01,1
A0A1B1M0D5,2
A0A1B1MKD3,2
A0A1B1V585,3
A0A1B1Y2R0,1
A0A1B1Y6G8,4
A0A1B1Y6K9,2
A0A1B1Y771,2
A0A1B1Y779,2
A0A1B2AH37,1
A0A1B2JGH2,1
A0A1B2TT09,2
A0A1B2TT18,1
A0A1B2YLJ4,3
A0A1B3EAY9,1
A0A1B3EB36,1
A0A1B3NHK7,1
A0A1B3SN05,1
A0A1B4ZC85,1
A0A1B8GTG7,1
A0A1B8R7L2,1
A0A1C0U7H2,1
A0A1C3HFI3,1
A0A1C3NEV1,2
A0A1C5ADV9,2
A0A1C5AE13,2
A0A1C5SD84,2
A0A1C5YG41,1
A0A1C7D190,1
A0A1C7D191,2
A0A1C7D193,2
A0A1C7D195,1
A0A1C7D1B2,1
A0A1C7D1B5,1
A0A1C7D1B6,1
A0A1C7D1E2,1
A0A1C7D1E3,1
A0A1C7D1E4,1
A0A1C7D1E5,1
A0A1C7D1G9,2
A0A1C7D1H4,1
A0A1C7DQ98,6
A0A1C9CIU0,1
A0A1C9HA64,2
A0A1C9J6A7,3
A0A1C9V3S9,4
A0A1C9WRL0,2
A0A1D0AST6,3
A0A1D1UCW7,1
A0A1D1UN89,1
A0A1D1V463,3
A0A1D1V896,1
A0A1D1VNB4,1
A0A1D1VPD8,2
A0A1D1VW28,1
A0A1D2IE05,2
A0A1D3HIA2,1
A0A1D3S5H0,1
A0A1D5B367,2
A0A1D5B369,1
A0A1D5B380,1
A0A1D5B387,1
A0A1D5B390,1
A0A1D5B391,1
A0A1D5B395,3
A0A1D5B396,1
A0A1D5P3M9,1
A0A1D5PXA5,3
A0A1D6E5Z5,1
A0A1D6GNR3,1
A0A1D6NVZ6,5
A0A1D6QQD6,1
A0A1D7ZZ64,4
A0A1D8PEJ2,1
A0A1D8PGB7,1
A0A1D8PIS4,1
A0A1D8PJ64,1
A0A1D8PJF9,8
A0A1D8PKA4,2
A0A1D8PKB4,5
A0A1D8PMC5,1
A0A1D8PNF5,2
A0A1D8PQ86,5
A0A1D8PS97,1
A0A1D8PSA9,2
A0A1D8PT56,1
A0A1D8PTI2,1
A0A1D8PTP9,1
A0A1E1FFL0,8
A0A1E1FFL1,1
A0A1E1FFN6,1
A0A1E1GJG5,3
A0A1E3AEY6,2
A0A1E3M3A7,1
A0A1E3M3N6,2
A0A1E3M4M0,1
A0A1E3M5S3,1
A0A1E3M6I3,1
A0A1E3M9R5,1
A0A1E3MC83,1
A0A1E4R1F9,3
A0A1E5TT85,3
A0A1E7PEQ8,1
A0A1E7PHN7,1
A0A1E9VP98,3
A0A1E9VR34,2
A0A1F3DVA5,1
A0A1F4JXW8,1
A0A1F7J4N7,1
A0A1F8A906,5
A0A1G2XP69,1
A0A1G4H5I1,4
A0A1G4HIY1,4
A0A1G7VV58,2
A0A1G8DSF5,1
A0A1G8UKZ8,1
A0A1G8XA46,1
A0A1H1MMX0,1
A0A1H1XA63,2
A0A1H2E9C4,1
A0A1H3NGY9,1
A0A1H3QT72,2
A0A1H4DB11,2
A0A1H5RFX8,1
A0A1H7TQR5,2
A0A1H8IKU3,1
A0A1H8YFL8,1
A0A1H9KM06,1
A0A1H9QK90,2
A0A1I3YTB1,3
A0A1I5P1T3,1
A0A1I6NU60,2
A0A1I7RPU0,1
A0A1I8N8V4,3
A0A1I9GEN8,1
A0A1I9GEN9,1
A0A1I9GEP2,5
A0A1I9GEQ4,1
A0A1I9GEQ5,2
A0A1I9GEQ7,2
A0A1I9GET0,2
A0A1I9RH13,2
A0A1I9RYV3,1
A0A1J0MGR2,1
A0A1J0R317,2
A0A1J1J928,1
A0A1J1JDI6,1
A0A1J1JHR9,4
A0A1J4PXK4,1
A0A1J6PBD5,2
A0A1J6UFJ6,1
A0A1J9WBB5,1
A0A1K2FZ20,1
A0A1L1QJZ7,7
A0A1L1QK06,1
A0A1L1QK12,1
A0A1L1QK13,1
A0A1L1QK15,2
A0A1L1QK16,1
A0A1L1QK30,2
A0A1L1QK36,1
A0A1L1QK37,1
A0A1L1QK38,1
A0A1L1QK39,1
A0A1L1QK40,2
A0A1L1VVY8,1
A0A1L3HS62,1
A0A1L4BK98,3
A0A1L4BKP6,1
A0A1L4BKS3,6
A0A1L5BQA7,1
A0A1L5JEG4,2
A0A1L5PQA4,1
A0A1L5YRA2,1
A0A1L6CE30,2
A0A1L7HA01,1
A0A1L7NQ96,3
A0A1L7NZN4,2
A0A1L8D5Z7,1
A0A1L8ENT6,2
A0A1L8F5J9,4
A0A1L8F832,1
A0A1L8G3Z0,1
A0A1L9Q3M5,2
A0A1L9TCT0,2
A0A1L9WG58,2
A0A1M2CSI6,1
A0A1M2V359,1
A0A1M2VMW7,1
A0A1M2VQ92,1
A0A1M4Y7D5,3
A0A1M4ZWA4,1
A0A1M5ABR5,1
A0A1M5SPD1,1
A0A1M5Z711,1
A0A1M6G673,1
A0A1M6T2I7,1
A0A1M6Y2K1,2
A0A1M7S684,1
A0A1M9A4M7,3
A0A1N5W3X4,1
A0A1N7MFN7,3
A0A1P6BP23,1
A0A1P6CBU1,3
A0A1P8CWN8,2
A0A1P8FCM7,1
A0A1P8JNE7,1
A0A1P8L018,1
A0A1P8L021,1
A0A1P8NWC2,3
A0A1P8PEY0,1
A0A1P8VKA0,2
A0A1P8VSI6,4
A0A1P8VSL7,3
A0A1P8YXI8,2
A0A1Q1PNC6,1
A0A1Q2M1X9,1
A0A1Q3QTC5,1
A0A1Q4NVM7,2
A0A1Q5KRT3,1
A0A1Q6BKH4,1
A0A1Q9N7W7,1
A0A1Q9NLL0,1
A0A1R0MXM9,1
A0A1R1AV52,3
A0A1R1S5L5,1
A0A1R2HMX1,1
A0A1S1R073,1
A0A1S2FVD8,2
A0A1S2VYK0,2
A0A1S2XQ25,1
A0A1S2ZE25,1
A0A1S2ZIM2,1
A0A1S3C4H6,1
A0A1S3KNQ3,1
A0A1S3THR8,3
A0A1S3W9A1,1
A0A1S4CVP6,2
A0A1S4E5V9,2
A0A1S4F020,2
A0A1S4F0I0,1
A0A1S4FIB3,4
A0A1S4K3K8,1
A0A1S4NYD4,3
A0A1S4NYD7,1
A0A1S4NYE1,2
A0A1S4NYE2,1
A0A1S4NYE3,1
A0A1S4NYE4,1
A0A1S4NYE5,5
A0A1S4NYE6,1
A0A1S4NYE7,1
A0A1S4NYE9,1
A0A1S4NYF2,3
A0A1S4NYF7,3
A0A1S4NYF8,1
A0A1S4NYF9,1
A0A1S5NV50,1
A0A1S5PRR0,1
A0A1S5SHT2,1
A0A1S6K8S9,1
A0A1S6KGE5,1
A0A1S6PUA4,2
A0A1S6QFV5,1
A0A1S6YJF3,1
A0A1S7IWI8,1
A0A1S8KJG1,1
A0A1S8QGT2,1
A0A1S9DH83,4
A0A1S9DK56,10
A0A1S9DRB1,1
A0A1T3DDI2,1
A0A1T3HI54,1
A0A1T3IZT7,1
A0A1T3V7R2,2
A0A1T4J289,1
A0A1T4KK94,2
A0A1U7FVV6,1
A0A1U7N2Z8,4
A0A1U7Q1S7,2
A0A1U7Q1U3,5
A0A1U7Q1Y9,1
A0A1U7Q1Z0,1
A0A1U8X168,1
A0A1U8YI81,1
A0A1U9AK63,4
A0A1U9W5E8,2
A0A1U9Y7T8,2
A0A1V0QH64,1
A0A1V0QSQ1,1
A0A1V1IGJ9,2
A0A1V1P2N3,1
A0A1V1VDL8,1
A0A1V1W347,1
A0A1V2APZ1,1
A0A1V2VU04,1
A0A1V2W6E8,3
A0A1V3AA65,1
A0A1V3U2Z4,1
A0A1V3WIE5,3
A0A1V3XDT0,2
A0A1V4D079,1
A0A1V4VDZ9,1
A0A1V6L5G6,1
A0A1V6NH53,1
A0A1V6SMJ6,1
A0A1V8MYF4,1
A0A1V9TQZ2,1
A0A1W0CH45,1
A0A1W1IVY1,1
A0A1W1IW87,1
A0A1W1Q5B1,1
A0A1W2VMW5,2
A0A1W2VMZ5,2
A0A1W2VMZ8,1
A0A1W2VMZ9,2
A0A1W6AW68,1
A0A1W6I4R7,2
A0A1W6L588,3
A0A1W6R555,1
A0A1W6R556,9
A0A1W6R583,1
A0A1W6TB41,1
A0A1W7GKH4,1
A0A1W7GKH6,1
A0A1X0ZT96,2
A0A1X7D696,1
A0A1X8XL85,1
A0A1X8XL86,1
A0A1X8XLE9,4
A0A1X8XLG1,1
A0A1X8XLG2,1
A0A1X9LWZ7,1
A0A1X9T5X9,2
A0A1X9WEN9,3
A0A1Y0CH10,1
A0A1Y0DDB3,1
A0A1Y0K711,5
A0A1Y0PY16,1
A0A1Y1BQV9,2
A0A1Y1BW66,3
A0A1Y1BW67,3
A0A1Y1BWQ0,1
A0A1Y1CAU9,1
A0A1Y1CQ89,1
A0A1Y1CVU5,1
A0A1Y2HEJ3,2
A0A1Y2TH07,4
A0A1Y3PXT7,1
A0A1Y4JW59,1
A0A1Y4PXW9,1
A0A1Y6JJH6,2
A0A1Y9G8D0,1
A0A1Z0YU11,1
A0A1Z0YU12,1
A0A1Z0YU24,1
A0A1Z0YU25,2
A0A1Z0YU59,1
A0A1Z0YU84,1
A0A1Z0YU85,1
A0A1Z0YU86,2
A0A1Z1F9L9,2
A0A1Z1FG87,1
A0A1Z1MZ81,1
A0A1Z1SX23,1
A0A1Z1XCF6,1
A0A1Z2RUD1,1
A0A202B6V5,1
A0A212FM92,1
A0A218KCJ1,1
A0A218KRF6,1
A0A218P4J1,1
A0A218QMM7,1
A0A218ZZ45,1
A0A219C8F5,2
A0A219T3Y8,2
A0A220NTE5,1
A0A221ZS22,8
A0A222NNM9,2
A0A222NYA8,1
A0A222YV61,1
A0A223A5J4,1
A0A223E5F5,1
A0A223GEC9,4
A0A223KLJ1,1
A0A223MA21,1
A0A224AU14,4
A0A224B0L3,1
A0A225DNX9,1
A0A229FJD3,1
A0A229Y8Y1,1
A0A238LNS4,1
A0A239NBQ6,2
A0A241XEQ7,2
A0A241ZGM3,1
A0A242DI27,1
A0A246BSD0,2
A0A246NXR9,1
A0A247D6V8,1
A0A247D6X3,1
A0A247D6X4,1
A0A247D6X5,1
A0A247D6Y2,5
A0A247D6Y4,1
A0A248QE08,12
A0A249JQG5,1
A0A249T061,2
A0A250J6H4,1
A0A251RPF5,1
A0A251YBN8,1
A0A254U4M1,1
A0A256XLS3,3
A0A256XQM7,1
A0A285UWY4,1
A0A286FIB6,1
A0A286R227,1
A0A286R7K5,2
A0A286RIX1,6
A0A286S0G7,1
A0A286SBY7,2
A0A286Y9D1,3
A0A287AGU7,1
A0A288DKP7,1
A0A290MK63,1
A0A290S6P3,1
A0A290YXM6,1
A0A291L8F4,6
A0A292DHH8,2
A0A2A2C800,2
A0A2A2CAY5,1
A0A2A2MA06,1
A0A2A4GXB5,1
A0A2A5MQ98,1
A0A2C9TMM3,1
A0A2C9ZNI9,1
A0A2D0TC04,1
A0A2D0TC51,2
A0A2D0TC52,3
A0A2D0TC86,1
A0A2D0TC87,1
A0A2D0TC88,1
A0A2D0TC93,1
A0A2D0TC97,5
A0A2D0TC98,5
A0A2D0TC99,5
A0A2D0TCA6,5
A0A2D0TCB4,5
A0A2D0TCB9,5
A0A2D0TCC8,1
A0A2D0TCC9,2
A0A2D0TCD1,1
A0A2D0TCD2,1
A0A2D0TCD3,2
A0A2D0TCD6,2
A0A2D0TCG3,1
A0A2D0TCG5,2
A0A2D0TCG6,1
A0A2D0TCG9,2
A0A2D0TCH1,1
A0A2D0TCI3,1
A0A2D0TCJ6,2
A0A2D0TCJ8,1
A0A2D0TCK0,1
A0A2D1CM82,6
A0A2D2CWX5,2
A0A2D2CY67,1
A0A2D2D0T0,11
A0A2D2D105,2
A0A2D2D5X7,11
A0A2D2PYL0,1
A0A2E9CEV6,1
A0A2G0QDP0,1
A0A2G1XAR5,1
A0A2G1XAX5,1
A0A2G1XAZ9,1
A0A2G5I8P4,2
A0A2G5I8W0,3
A0A2G6ZQ46,2
A0A2G8ZEZ1,1
A0A2G9AFU7,1
A0A2H0ZD48,1
A0A2H0ZDA4,1
A0A2H0ZWN3,1
A0A2H1A4Z6,1
A0A2H1A6V9,1
A0A2H1BUS1,1
A0A2H1G421,1
A0A2H1VI03,1
A0A2H1VTZ0,1
A0A2H2ZFD4,1
A0A2H3FS34,1
A0A2H3G405,1
A0A2H4A2U9,7
A0A2H4A2Y5,1
A0A2H4A2Z3,1
A0A2H4A311,1
A0A2H4A315,2
A0A2H4PMI3,1
A0A2H4T920,1
A0A2H4TGG5,3
A0A2H4Y8Z8,1
A0A2H4Y915,1
A0A2H4Z949,5
A0A2H5B8Z8,2
A0A2H5BN17,1
A0A2H5Z9R5,1
A0A2H9SU66,2
A0A2I0LZR8,2
A0A2I1BSX0,3
A0A2I1C3W8,5
A0A2I2UQ80,1
A0A2I4HXH5,2
A0A2I4PGE9,2
A0A2I4PGZ0,4
A0A2I5T5Y7,1
A0A2I5TIB4,1
A0A2I5TIN5,1
A0A2I6B3F9,1
A0A2I6B3N5,1
A0A2I9D0D5,1
A0A2I9DAN1,1
A0A2I9DQ46,1
A0A2I9E2I0,1
A0A2K1ICJ7,3
A0A2K3CTN8,1
A0A2K3CU42,1
A0A2K3CYA1,1
A0A2K3D5Z7,5
A0A2K3D6R4,2
A0A2K3DSC9,1
A0A2K3E888,2
A0A2K5IAM2,1
A0A2K6KCS5,2
A0A2K6TQH4,2
A0A2K6VKP7,1
A0A2K8BQT2,1
A0A2K8JN75,4
A0A2K8JQ66,1
A0A2K8K5C5,1
A0A2K9P019,1
A0A2K9UV39,1
A0A2K9Y515,1
A0A2L0EBJ5,1
A0A2L0GN64,1
A0A2L0VUJ4,3
A0A2L1TND5,1
A0A2M8J4C7,2
A0A2M8K1U8,1
A0A2N0UJ68,1
A0A2N5LLK3,1
A0A2N5NNS3,1
A0A2N6JFX7,3
A0A2N9BBV4,1
A0A2N9BKY0,1
A0A2N9YEY8,1
A0A2P0N9K8,1
A0A2P0NE26,3
A0A2P0QGK5,3
A0A2P1BT02,1
A0A2P1BT29,1
A0A2P1C6N4,1
A0A2P1EHJ0,1
A0A2P1G738,1
A0A2P1G739,1
A0A2P1GIW2,1
A0A2P1GIW3,1
A0A2P1GNT2,4
A0A2P1IQ80,1
A0A2P1N6U9,1
A0A2P2GK84,5
A0A2P4SYK2,4
A0A2P5JFB2,1
A0A2R2JFH0,1
A0A2R2JFI5,18
A0A2R2JFJ2,1
A0A2R2JFJ4,2
A0A2R2JFJ6,1
A0A2R2JFJ7,1
A0A2R2JFN0,1
A0A2R2JFS1,1
A0A2R2JFS5,2
A0A2R2JFU5,2
A0A2R2JFU6,2
A0A2R2JFW7,2
A0A2R2JFW8,1
A0A2R2Q2I2,1
A0A2R2W8Z3,2
A0A2R3BZ02,1
A0A2R4P333,1
A0A2R4S913,2
A0A2R7Z5J3,4
A0A2R8QUC0,2
A0A2R8RKV0,1
A0A2R8Y7D0,1
A0A2R8Y7R8,1
A0A2S0CUG6,1
A0A2S0PEL5,5
A0A2S1GUX0,1
A0A2S1JJX2,1
A0A2S1JZI9,1
A0A2S1TM86,1
A0A2S1TZT6,1
A0A2S2B4P9,1
A0A2S3R7M0,3
A0A2S3XLU2,1
A0A2S5TB63,1
A0A2S6PN47,4
A0A2S7K3M2,8
A0A2S7P8J3,2
A0A2S8XV37,1
A0A2S9PCG6,1
A0A2S9PDM1,1
A0A2S9PFA1,1
A0A2S9PFE9,1
A0A2S9PH42,2
A0A2S9PLG4,4
